,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.4786666666666667,2.83,50,25
1,4.0,0.4786666666666667,2.83,50,25
2,3.92,0.23866666666666667,2.57,49,25
3,3.4166666666666665,0.14702380952380953,2.6231884057971016,41,24
4,3.52,0.12955555555555556,2.473333333333333,44,25
5,3.739130434782609,0.14082125603864734,2.324110671936759,43,23
6,4.181818181818182,0.16742424242424242,2.29004329004329,46,22
7,3.68,0.19088888888888889,2.48,46,25
8,3.68,0.15841269841269842,2.3433333333333333,46,25
9,3.12,0.096,2.5633333333333335,39,25
10,3.4545454545454546,0.12734487734487734,2.5238095238095237,38,22
11,3.652173913043478,0.18481711525189787,2.343873517786561,42,23
12,3.5833333333333335,0.08045634920634921,2.4130434782608696,43,24
13,3.3043478260869565,0.05507246376811594,2.5098814229249014,38,23
14,2.9166666666666665,0.1752314814814815,2.9782608695652173,35,24
15,3.4285714285714284,0.218140589569161,2.842857142857143,36,21
16,3.44,0.17866666666666667,2.7533333333333334,43,25
17,3.3333333333333335,0.23253968253968252,2.61231884057971,40,24
18,2.5833333333333335,0.14027777777777778,3.0833333333333335,31,24
19,2.72,0.064,3.16,34,25
20,2.9166666666666665,0.075,2.891304347826087,35,24
21,2.64,0.10828571428571428,3.11,33,25
22,2.9166666666666665,0.12420634920634921,2.847826086956522,35,24
23,3.652173913043478,0.1927536231884058,2.367588932806324,42,23
24,3.3043478260869565,0.3132505175983437,2.7233201581027666,38,23
25,3.25,0.16567460317460317,2.8152173913043477,39,24
26,3.5454545454545454,0.25616883116883116,2.41991341991342,39,22
27,3.652173913043478,0.10103519668737058,2.4901185770750986,42,23
28,3.25,0.10099206349206348,NaN,39,24
29,3.1818181818181817,0.07424242424242423,NaN,35,22
30,3.5833333333333335,0.10033068783068783,2.3840579710144927,43,24
31,2.6666666666666665,0.12738095238095237,3.072463768115942,32,24
32,2.4347826086956523,0.2886473429951691,3.5375494071146245,28,23
33,2.9523809523809526,0.15759637188208617,NaN,31,21
34,3.3636363636363638,0.24329004329004328,2.4718614718614718,37,22
35,3.5,0.2574404761904762,2.579710144927536,42,24
36,2.8333333333333335,0.20833333333333334,2.971014492753623,34,24
37,2.6666666666666665,0.1685185185185185,3.1847826086956523,32,24
38,3.4782608695652173,0.22572934312064746,2.355731225296443,40,23
39,3.4166666666666665,0.2779609279609279,2.369565217391304,41,24
40,3.2,0.269991341991342,2.5166666666666666,40,25
41,3.130434782608696,0.07681159420289854,2.5731225296442686,36,23
42,3.4545454545454546,0.18106060606060606,2.393939393939394,38,22
43,3.739130434782609,0.19523809523809524,2.430830039525692,43,23
44,3.5833333333333335,0.1367063492063492,2.528985507246377,43,24
45,3.36,0.222,2.62,42,25
46,3.25,0.21104497354497354,2.5217391304347827,39,24
47,3.36,0.07809523809523809,2.5533333333333332,42,25
48,3.4166666666666665,0.14186507936507936,2.510869565217391,41,24
49,3.6,0.13377777777777777,2.453333333333333,45,25
50,3.739130434782609,0.16004140786749482,2.3122529644268774,43,23
51,3.4166666666666665,0.18624338624338624,2.5615942028985508,41,24
52,3.9166666666666665,0.26808862433862435,2.3731884057971016,47,24
53,4.0,0.2202222222222222,2.3366666666666664,50,25
54,4.380952380952381,0.21615130900845186,2.0904761904761906,46,21
55,4.08,0.13996825396825396,2.3233333333333333,51,25
56,3.652173913043478,0.12180814354727397,2.2885375494071147,42,23
57,3.8260869565217392,0.16314699792960663,2.2529644268774702,44,23
58,3.36,0.22184126984126984,2.486666666666667,42,25
59,3.52,0.10552380952380952,2.3966666666666665,44,25
60,3.3636363636363638,0.3007575757575757,2.497835497835498,37,22
61,3.3043478260869565,0.12277432712215322,NaN,38,23
62,2.9565217391304346,0.16666666666666669,2.857707509881423,34,23
63,2.75,0.14722222222222223,3.0181159420289854,33,24
64,3.142857142857143,0.15238095238095237,NaN,33,21
65,2.5833333333333335,0.0,3.1847826086956523,31,24
66,2.6666666666666665,0.016666666666666666,3.010869565217391,32,24
67,3.0833333333333335,0.06448412698412698,2.6340579710144927,37,24
68,3.391304347826087,0.16821946169772256,2.608695652173913,39,23
69,3.0,0.05454545454545454,2.653679653679654,33,22
70,3.0,0.13008658008658008,2.727272727272727,33,22
71,2.9166666666666665,0.03333333333333333,2.818840579710145,35,24
72,2.88,0.06304761904761905,2.88,36,25
73,3.272727272727273,0.17435064935064934,2.5064935064935066,36,22
74,3.130434782608696,0.16580400276052448,2.549407114624506,36,23
75,3.1818181818181817,0.26872294372294375,NaN,35,22
76,3.28,0.24333333333333332,2.5833333333333335,41,25
77,3.6666666666666665,0.3093915343915344,2.3442028985507246,44,24
78,3.6,0.270008658008658,2.3733333333333335,45,25
79,3.6363636363636362,0.2767066267066267,2.207792207792208,40,22
80,3.3043478260869565,0.16920289855072462,2.16600790513834,38,23
81,3.2,0.2503333333333333,2.316666666666667,40,25
82,3.0434782608695654,0.11939799331103679,2.4031620553359683,35,23
83,3.130434782608696,0.10065562456866804,2.569169960474308,36,23
84,3.142857142857143,0.11473922902494331,2.566666666666667,33,21
85,3.5,0.15148809523809523,2.4420289855072466,42,24
86,3.04,0.07257142857142856,2.72,38,25
87,3.25,0.2045634920634921,2.5615942028985508,39,24
88,3.652173913043478,0.30269151138716355,2.3201581027667983,42,23
89,3.090909090909091,0.15432900432900432,2.6363636363636362,34,22
90,3.5,0.33197751322751323,2.489130434782609,42,24
91,3.217391304347826,0.1786749482401656,2.652173913043478,37,23
92,3.1666666666666665,0.12777777777777777,2.8333333333333335,38,24
93,3.04,0.156,2.8966666666666665,38,25
94,3.739130434782609,0.15082815734989646,2.2885375494071147,43,23
95,3.25,0.2396825396825397,2.652173913043478,39,24
96,2.8,0.20895238095238095,3.066666666666667,35,25
97,2.6363636363636362,0.0696969696969697,3.0,29,22
98,2.6666666666666665,0.16944444444444443,3.181159420289855,32,24
99,3.04,0.13818181818181818,2.6366666666666667,38,25
100,3.2,0.20755555555555558,2.566666666666667,40,25
101,3.4166666666666665,0.1416005291005291,2.431159420289855,41,24
102,3.739130434782609,0.19999999999999998,2.308300395256917,43,23
103,3.3333333333333335,0.24642857142857144,2.677536231884058,40,24
104,3.272727272727273,0.11493506493506493,2.7142857142857144,36,22
105,3.0,0.13581349206349205,2.6666666666666665,36,24
106,2.6956521739130435,0.15134575569358177,2.8379446640316206,31,23
107,2.4545454545454546,0.07272727272727272,3.277056277056277,27,22
108,2.96,0.2721904761904762,2.7866666666666666,37,25
109,3.0,0.14065656565656567,2.6103896103896105,33,22
110,3.3333333333333335,0.23998015873015874,2.5543478260869565,40,24
111,3.28,0.11523809523809524,2.5366666666666666,41,25
112,3.25,0.15575396825396826,2.630434782608696,39,24
113,3.5833333333333335,0.2333333333333333,2.3405797101449277,43,24
114,3.9130434782608696,0.33115942028985507,2.4031620553359683,45,23
115,3.52,0.34747252747252744,2.52,44,25
116,3.272727272727273,0.27164502164502163,2.4891774891774894,36,22
117,2.869565217391304,0.1020703933747412,2.8379446640316206,33,23
118,2.9565217391304346,0.06811594202898551,2.794466403162055,34,23
119,3.04,0.08780952380952382,2.73,38,25
120,3.04,0.06704761904761905,2.7666666666666666,38,25
121,3.0476190476190474,0.08253968253968254,2.6666666666666665,32,21
122,3.2,0.14933333333333335,NaN,40,25
123,3.391304347826087,0.12712215320910972,2.561264822134387,39,23
124,3.0,0.125,2.967391304347826,36,24
125,3.3333333333333335,0.11904761904761905,2.6159420289855073,40,24
126,2.96,0.18819047619047619,2.8366666666666664,37,25
127,3.28,0.16609523809523807,2.59,41,25
128,3.28,0.072,2.6333333333333333,41,25
129,3.04,0.12133333333333333,2.85,38,25
130,2.96,0.09466666666666666,2.97,37,25
131,3.3333333333333335,0.12341269841269842,2.5869565217391304,40,24
132,2.88,0.12704761904761905,2.96,36,25
133,2.8333333333333335,0.018055555555555557,2.800724637681159,34,24
134,2.6666666666666665,0.11388888888888889,3.1666666666666665,32,24
135,2.8,0.15161904761904763,2.9433333333333334,35,25
136,3.0434782608695654,0.29126670431018253,2.438735177865613,35,23
137,2.736842105263158,0.10526315789473684,2.7134502923976607,26,19
138,2.96,0.15371428571428572,2.81,37,25
139,3.391304347826087,0.12167011732229123,2.41897233201581,39,23
140,3.1818181818181817,0.11572871572871572,2.5238095238095237,35,22
141,2.608695652173913,0.1898550724637681,2.992094861660079,30,23
142,2.64,0.08628571428571429,3.09,33,25
143,3.3333333333333335,0.12341269841269842,2.6847826086956523,40,24
144,2.96,0.03619047619047619,2.7733333333333334,37,25
145,2.909090909090909,0.05649350649350649,2.9177489177489178,32,22
146,2.8333333333333335,0.058531746031746025,2.8840579710144927,34,24
147,3.130434782608696,0.11159420289855071,2.7035573122529644,36,23
148,2.869565217391304,0.03043478260869565,2.8300395256916997,33,23
149,3.3636363636363638,0.2008658008658009,2.4588744588744587,37,22
150,3.25,0.13015873015873017,NaN,39,24
151,3.391304347826087,0.2018633540372671,NaN,39,23
152,3.8260869565217392,0.1826086956521739,2.316205533596838,44,23
153,4.25,0.11458333333333333,2.1920289855072466,51,24
154,4.416666666666667,0.2438852813852814,2.1594202898550723,53,24
155,3.8333333333333335,0.20039682539682538,2.3949275362318843,46,24
156,4.2727272727272725,0.2349206349206349,2.220779220779221,47,22
157,3.68,0.12746031746031744,2.5,46,25
158,3.92,0.18968253968253967,2.29,49,25
159,3.5,0.1585978835978836,NaN,42,24
160,3.739130434782609,0.1917184265010352,2.411067193675889,43,23
161,4.0,0.22182539682539681,2.3260869565217392,48,24
162,3.8333333333333335,0.14209656084656083,2.260869565217391,46,24
163,4.08,0.1793073593073593,2.33,51,25
164,3.8333333333333335,0.1638888888888889,2.347826086956522,46,24
165,3.2,0.17587878787878786,2.6933333333333334,40,25
166,3.391304347826087,0.16045548654244304,2.608695652173913,39,23
167,3.8095238095238093,0.17777777777777778,2.433333333333333,40,21
168,3.5833333333333335,0.1554563492063492,2.61231884057971,43,24
169,3.3333333333333335,0.22698412698412698,2.6449275362318843,40,24
170,3.12,0.1201904761904762,2.77,39,25
171,3.130434782608696,0.15093167701863355,2.652173913043478,36,23
172,2.9523809523809526,0.17664399092970523,2.557142857142857,31,21
173,2.6666666666666665,0.14027777777777778,NaN,32,24
174,2.869565217391304,0.18737060041407866,2.960474308300395,33,23
175,3.0833333333333335,0.25340608465608466,2.6268115942028984,37,24
176,2.909090909090909,0.17857142857142858,NaN,32,22
177,3.0833333333333335,0.13194444444444445,2.8405797101449277,37,24
178,2.6363636363636362,0.15043290043290042,NaN,29,22
179,3.0,0.10317460317460318,NaN,36,24
180,3.2,0.1611904761904762,2.4789473684210526,32,20
181,3.0833333333333335,0.17612433862433863,2.5760869565217392,37,24
182,3.217391304347826,0.15921325051759833,2.4901185770750986,37,23
183,3.4166666666666665,0.14305555555555555,2.471014492753623,41,24
184,3.68,0.08971428571428572,2.43,46,25
185,3.36,0.1318095238095238,2.6066666666666665,42,25
186,2.88,0.13904761904761906,NaN,36,25
187,2.9523809523809526,0.10634920634920635,2.604761904761905,31,21
188,3.28,0.14882539682539683,2.5533333333333332,41,25
189,3.4782608695652173,0.12153209109730848,2.450592885375494,40,23
190,3.4166666666666665,0.12129629629629629,2.5072463768115942,41,24
191,3.12,0.17288888888888887,2.6466666666666665,39,25
192,3.0833333333333335,0.023809523809523808,2.568840579710145,37,24
193,2.869565217391304,0.12608695652173912,NaN,33,23
194,2.88,0.09923809523809524,2.8,36,25
195,2.9565217391304346,0.11614906832298136,2.588932806324111,34,23
196,3.0833333333333335,0.17073412698412696,2.5942028985507246,37,24
197,2.6,0.09023809523809524,NaN,26,20
198,2.5833333333333335,0.12063492063492064,3.4746376811594204,31,24
199,2.782608695652174,0.013043478260869565,2.8181818181818183,32,23
200,2.8333333333333335,0.07916666666666666,2.7681159420289854,34,24
201,3.25,0.21433982683982686,2.5,39,24
202,2.9166666666666665,0.14914021164021163,2.86231884057971,35,24
203,3.0,0.1555194805194805,NaN,33,22
204,3.3,0.3113095238095238,2.357894736842105,33,20
205,3.2,0.2774285714285714,2.45,40,25
206,3.0,0.19037698412698412,2.7246376811594204,36,24
207,3.391304347826087,0.19451345755693583,2.5296442687747036,39,23
208,3.25,0.10674603174603174,2.753623188405797,39,24
209,3.3636363636363638,0.1621212121212121,2.5281385281385282,37,22
210,3.52,0.15066666666666667,2.5733333333333333,44,25
211,3.3636363636363638,0.22683982683982684,2.4588744588744587,37,22
212,3.3043478260869565,0.21739130434782608,2.541501976284585,38,23
213,3.25,0.16706349206349205,2.5833333333333335,39,24
214,3.0833333333333335,0.10277777777777779,2.641304347826087,37,24
215,3.4545454545454546,0.05952380952380953,2.432900432900433,38,22
216,3.4782608695652173,0.1186335403726708,2.4980237154150196,40,23
217,2.9166666666666665,0.17827380952380953,NaN,35,24
218,2.8333333333333335,0.09761904761904762,2.851449275362319,34,24
219,3.130434782608696,0.12298136645962732,2.608695652173913,36,23
220,3.130434782608696,0.21552795031055902,2.588932806324111,36,23
221,3.5454545454545454,0.18474025974025973,2.432900432900433,39,22
222,3.84,0.21993650793650793,2.453333333333333,48,25
223,3.9166666666666665,0.2636243386243386,2.3768115942028984,47,24
224,3.652173913043478,0.2072463768115942,2.33596837944664,42,23
225,2.909090909090909,0.1316017316017316,2.7705627705627704,32,22
226,3.0,0.19252645502645502,2.677536231884058,36,24
227,2.6666666666666665,0.14424603174603176,2.9239130434782608,32,24
228,2.75,0.14424603174603176,2.782608695652174,33,24
229,3.0,0.022727272727272728,2.6406926406926408,33,22
230,3.0,0.012500000000000002,2.8405797101449277,36,24
231,3.217391304347826,0.043478260869565216,2.588932806324111,37,23
232,3.0434782608695654,0.18405797101449275,2.7786561264822134,35,23
233,3.04,0.18971428571428572,2.743333333333333,38,25
234,3.3333333333333335,0.12387566137566138,2.4420289855072466,40,24
235,2.6363636363636362,0.1906926406926407,3.225108225108225,29,22
236,2.3333333333333335,0.10992063492063492,NaN,28,24
237,2.761904761904762,0.2789115646258503,2.8857142857142857,29,21
238,3.130434782608696,0.17853692201518287,2.494071146245059,36,23
239,2.9565217391304346,0.22857142857142856,2.7233201581027666,34,23
240,3.25,0.1869047619047619,2.6557971014492754,39,24
241,3.1666666666666665,0.20595238095238097,2.6847826086956523,38,24
242,3.090909090909091,0.08961038961038961,2.7445887445887447,34,22
243,2.64,0.044000000000000004,NaN,33,25
244,2.75,0.07202380952380952,2.9528985507246377,33,24
245,2.75,0.11249999999999999,2.9130434782608696,33,24
246,3.0,0.21001984126984127,3.028985507246377,36,24
247,3.12,0.05533333333333333,2.6433333333333335,39,25
248,3.272727272727273,0.15746753246753245,2.3376623376623376,36,22
249,3.6,0.22714285714285715,2.4133333333333336,45,25
250,3.0833333333333335,0.07896825396825397,2.6739130434782608,37,24
251,3.28,0.049333333333333326,2.5633333333333335,41,25
252,3.0,0.16363636363636364,2.727272727272727,33,22
253,3.12,0.07066666666666667,2.6666666666666665,39,25
254,3.1666666666666665,0.15119047619047618,2.601449275362319,38,24
255,3.3333333333333335,0.16468253968253968,2.496376811594203,40,24
256,3.2,0.18660317460317458,2.546666666666667,40,25
257,2.8333333333333335,0.23802910052910053,2.5760869565217392,34,24
258,2.608695652173913,0.1821256038647343,2.7430830039525693,30,23
259,2.6363636363636362,0.09469696969696971,NaN,29,22
260,2.6666666666666665,0.13227513227513227,2.657142857142857,28,21
261,2.48,0.08666666666666666,NaN,31,25
262,2.72,0.10857142857142858,3.1466666666666665,34,25
263,2.96,0.06542857142857143,2.62,37,25
264,2.75,0.10059523809523808,2.8768115942028984,33,24
265,2.96,0.16304761904761902,2.736666666666667,37,25
266,2.6363636363636362,0.025757575757575757,2.757575757575758,29,22
267,2.8181818181818183,0.12554112554112554,2.757575757575758,31,22
268,3.04,0.1733333333333333,2.8666666666666667,38,25
269,3.12,0.07752380952380952,2.756666666666667,39,25
270,3.130434782608696,0.08633540372670807,2.6719367588932808,36,23
271,3.090909090909091,0.12727272727272726,2.9696969696969697,34,22
272,3.130434782608696,0.1855072463768116,2.8458498023715415,36,23
273,4.166666666666667,0.3207010582010582,2.3043478260869565,50,24
274,3.12,0.152,2.8533333333333335,39,25
275,2.5217391304347827,0.08902691511387163,NaN,29,23
276,2.869565217391304,0.14033816425120774,2.7154150197628457,33,23
277,3.4782608695652173,0.23498964803312627,2.533596837944664,40,23
278,3.75,0.16438492063492063,2.402173913043478,45,24
279,3.6666666666666665,0.11388888888888889,2.427536231884058,44,24
280,3.909090909090909,0.1662534435261708,2.1385281385281387,43,22
281,3.9166666666666665,0.2837121212121212,2.278985507246377,47,24
282,3.6,0.1604935064935065,2.4633333333333334,45,25
283,3.5,0.11913780663780664,2.4565217391304346,42,24
284,2.96,0.09644444444444444,NaN,37,25
285,3.0,0.2125,2.9927536231884058,36,24
286,3.238095238095238,0.19977324263038548,2.7,34,21
287,3.0,0.20952380952380953,2.7572463768115942,36,24
288,2.88,0.08076190476190476,2.9966666666666666,36,25
289,3.4166666666666665,0.16435185185185183,2.4855072463768115,41,24
290,3.272727272727273,0.2532106782106782,2.484848484848485,36,22
291,3.5454545454545454,0.2772727272727273,2.367965367965368,39,22
292,3.1666666666666665,0.13472222222222222,2.6449275362318843,38,24
293,3.36,0.14209523809523808,2.49,42,25
294,3.28,0.12755555555555553,2.7333333333333334,41,25
295,3.5652173913043477,0.03426501035196687,2.3122529644268774,41,23
296,3.6666666666666665,0.1125,NaN,44,24
297,3.6363636363636362,0.2231404958677686,2.277056277056277,40,22
298,3.68,0.1863030303030303,2.36,46,25
299,3.4166666666666665,0.10922619047619048,2.4130434782608696,41,24
300,3.3043478260869565,0.14368530020703932,2.438735177865613,38,23
301,3.3333333333333335,0.22410714285714284,2.6666666666666665,40,24
302,2.9166666666666665,0.15833333333333333,2.778985507246377,35,24
303,2.727272727272727,0.11125541125541125,2.9177489177489178,30,22
304,2.72,0.05371428571428571,2.92,34,25
305,2.9565217391304346,0.086783988957902,2.4901185770750986,34,23
306,3.1666666666666665,0.22700216450216448,2.5942028985507246,38,24
307,2.9565217391304346,0.03022774327122153,2.7233201581027666,34,23
308,3.090909090909091,0.1392135642135642,2.4718614718614718,34,22
309,2.7,0.1969047619047619,2.6052631578947367,27,20
310,2.4347826086956523,0.09565217391304347,3.4150197628458496,28,23
311,2.5714285714285716,0.16519274376417234,2.947619047619048,27,21
312,3.3333333333333335,0.14990079365079365,2.4818840579710146,40,24
313,3.0,0.10909090909090909,2.601731601731602,33,22
