,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.34,2.723333333333333,50,25
1,4.0,0.34,2.723333333333333,50,25
2,3.36,0.14533333333333334,2.6433333333333335,42,25
3,3.1666666666666665,0.18472222222222223,2.6666666666666665,38,24
4,3.36,0.061619047619047615,2.5766666666666667,42,25
5,3.391304347826087,0.10714285714285715,2.3636363636363638,39,23
6,3.6666666666666665,0.25833333333333336,2.4130434782608696,44,24
7,4.0,0.19593253968253968,2.3260869565217392,48,24
8,4.16,0.20873015873015874,2.2333333333333334,52,25
9,3.9166666666666665,0.16557539682539682,2.322463768115942,47,24
10,3.8333333333333335,0.07857142857142857,2.36231884057971,46,24
11,4.32,0.2787301587301587,2.27,54,25
12,4.32,0.17615873015873018,2.3133333333333335,54,25
13,3.9166666666666665,0.15694444444444444,2.3949275362318843,47,24
14,3.4166666666666665,0.14027777777777778,2.510869565217391,41,24
15,3.5833333333333335,0.13749999999999998,2.510869565217391,43,24
16,3.1666666666666665,0.0,NaN,38,24
17,3.0476190476190474,0.03061224489795918,2.466666666666667,32,21
18,3.4166666666666665,0.09120370370370369,2.4057971014492754,41,24
19,3.68,0.16304761904761902,2.5433333333333334,46,25
20,3.8333333333333335,0.15575396825396826,2.36231884057971,46,24
21,3.4166666666666665,0.22083333333333333,2.641304347826087,41,24
22,3.6666666666666665,0.18611111111111112,2.4057971014492754,44,24
23,3.5833333333333335,0.25496031746031744,2.496376811594203,43,24
24,3.0434782608695654,0.21345755693581778,2.7114624505928853,35,23
25,2.782608695652174,0.09420289855072463,2.6363636363636362,32,23
26,2.4347826086956523,0.2018633540372671,3.122529644268775,28,23
27,2.9166666666666665,0.17509920634920637,2.7282608695652173,35,24
28,3.0,0.15466269841269842,2.6449275362318843,36,24
29,3.0833333333333335,0.21924603174603174,2.789855072463768,37,24
30,2.8,0.13923809523809524,NaN,35,25
31,2.6956521739130435,0.1714975845410628,NaN,31,23
32,3.0,0.08928571428571429,2.568840579710145,36,24
33,2.869565217391304,0.07391304347826087,2.8300395256916997,33,23
34,3.0,0.10456349206349207,2.8333333333333335,36,24
35,2.9565217391304346,0.2380952380952381,NaN,34,23
36,3.5454545454545454,0.15584415584415584,2.45021645021645,39,22
37,3.739130434782609,0.19120082815734987,2.411067193675889,43,23
38,3.6,0.16609523809523807,2.49,45,25
39,3.5,0.2175595238095238,2.496376811594203,42,24
40,3.25,0.16031746031746033,2.4855072463768115,39,24
41,2.8,0.136,3.2266666666666666,35,25
42,2.782608695652174,0.0484472049689441,3.130434782608696,32,23
43,2.4347826086956523,0.16935817805383022,NaN,28,23
44,2.6363636363636362,0.03787878787878787,2.8095238095238093,29,22
45,2.6956521739130435,0.1031055900621118,2.8616600790513833,31,23
46,2.869565217391304,0.1673913043478261,2.624505928853755,33,23
47,2.857142857142857,0.1761904761904762,2.8333333333333335,30,21
48,3.217391304347826,0.0989648033126294,2.513833992094862,37,23
49,2.9166666666666665,0.07678571428571428,2.6920289855072466,35,24
50,3.0833333333333335,0.046825396825396826,2.6630434782608696,37,24
51,3.391304347826087,0.14057971014492754,2.5019762845849804,39,23
52,3.391304347826087,0.13871635610766045,2.588932806324111,39,23
53,3.1818181818181817,0.13787878787878788,2.658008658008658,35,22
54,3.76,0.2396825396825397,2.3066666666666666,47,25
55,3.5833333333333335,0.09831349206349206,2.5,43,24
56,3.391304347826087,0.18819875776397516,NaN,39,23
57,3.391304347826087,0.14554865424430644,2.5928853754940713,39,23
58,3.52,0.13260317460317458,2.62,44,25
59,3.5833333333333335,0.13078703703703703,2.5434782608695654,43,24
60,3.28,0.09895238095238096,2.6433333333333335,41,25
61,2.9565217391304346,0.125879917184265,2.7549407114624507,34,23
62,3.12,0.15504761904761905,2.7933333333333334,39,25
63,3.130434782608696,0.1639751552795031,2.7351778656126484,36,23
64,3.0833333333333335,0.2312169312169312,2.6231884057971016,37,24
65,3.272727272727273,0.1659090909090909,2.4415584415584415,36,22
66,3.5652173913043477,0.24610075914423737,2.458498023715415,41,23
67,3.3333333333333335,0.18409090909090908,2.496376811594203,40,24
68,3.3333333333333335,0.21436688311688312,2.3840579710144927,40,24
69,3.28,0.1777142857142857,2.7133333333333334,41,25
70,3.44,0.134,2.5366666666666666,43,25
71,3.3333333333333335,0.11388888888888889,2.5253623188405796,40,24
72,3.130434782608696,0.10724637681159419,2.7470355731225298,36,23
73,2.5,0.0,3.0434782608695654,30,24
74,2.727272727272727,0.0,2.8354978354978355,30,22
75,3.2,0.08933333333333333,2.66,40,25
76,3.12,0.047619047619047616,2.756666666666667,39,25
77,3.0476190476190474,0.0365079365079365,2.5047619047619047,32,21
78,3.5,0.1665674603174603,2.4565217391304346,42,24
79,3.52,0.14857142857142855,2.5433333333333334,44,25
80,3.652173913043478,0.21884057971014492,2.411067193675889,42,23
81,3.6666666666666665,0.11527777777777777,2.4239130434782608,44,24
82,3.1666666666666665,0.16805555555555554,2.858695652173913,38,24
83,3.1666666666666665,0.09206349206349207,2.7355072463768115,38,24
84,3.3333333333333335,0.18898809523809523,2.4565217391304346,40,24
85,2.56,0.04933333333333333,3.1466666666666665,32,25
86,2.3,0.03571428571428571,3.431578947368421,23,20
87,2.869565217391304,0.05672877846790891,2.857707509881423,33,23
88,2.9565217391304346,0.011594202898550725,2.802371541501976,34,23
89,3.12,0.04666666666666666,NaN,39,25
90,2.75,0.038690476190476185,2.9746376811594204,33,24
91,3.1818181818181817,0.07777777777777778,2.502164502164502,35,22
92,3.3043478260869565,0.213768115942029,2.4703557312252964,38,23
93,3.3043478260869565,0.17184265010351968,2.5533596837944663,38,23
94,4.0,0.18353174603174605,2.369565217391304,48,24
95,3.76,0.11377777777777778,2.46,47,25
96,3.8333333333333335,0.2474537037037037,2.2717391304347827,46,24
97,3.9130434782608696,0.24989648033126294,2.355731225296443,45,23
98,3.4782608695652173,0.12060041407867494,NaN,40,23
99,3.9130434782608696,0.31262939958592134,2.3715415019762847,45,23
100,4.24,0.2590891330891331,2.3233333333333333,53,25
101,3.6666666666666665,0.06957671957671958,2.2644927536231885,44,24
102,3.5833333333333335,0.12152777777777778,2.3949275362318843,43,24
103,3.2,0.1441904761904762,2.6366666666666667,40,25
104,2.8333333333333335,0.22139550264550265,2.789855072463768,34,24
105,2.5217391304347827,0.12422360248447205,NaN,29,23
106,3.272727272727273,0.3474025974025974,2.6363636363636362,36,22
107,3.2,0.2457142857142857,2.9966666666666666,40,25
108,3.0,0.10454545454545454,2.831168831168831,33,22
109,3.0,0.14583333333333334,2.8659420289855073,36,24
110,3.3636363636363638,0.21414141414141416,2.5108225108225106,37,22
111,3.217391304347826,0.23623188405797102,2.719367588932806,37,23
112,3.44,0.308,2.8066666666666666,43,25
113,3.3333333333333335,0.0630952380952381,2.8079710144927534,40,24
114,3.25,0.1087962962962963,2.782608695652174,39,24
115,2.9565217391304346,0.05403726708074534,2.849802371541502,34,23
116,2.64,0.19066666666666665,NaN,33,25
117,2.4545454545454546,0.0,NaN,27,22
118,2.5454545454545454,0.09545454545454546,2.9220779220779223,28,22
119,3.0833333333333335,0.07916666666666666,2.721014492753623,37,24
120,2.75,0.05555555555555555,3.003623188405797,33,24
121,3.111111111111111,0.23703703703703705,2.34640522875817,28,18
122,3.12,0.17047619047619048,2.8033333333333332,39,25
123,2.5,0.0861111111111111,NaN,30,24
124,2.6666666666666665,0.2108843537414966,NaN,28,21
125,2.9565217391304346,0.15217391304347827,2.9683794466403164,34,23
126,3.25,0.19027777777777777,NaN,39,24
127,3.0434782608695654,0.15403726708074533,2.7549407114624507,35,23
128,2.869565217391304,0.06811594202898551,2.8932806324110674,33,23
129,2.8,0.08285714285714285,3.0566666666666666,35,25
130,3.0,0.04699074074074074,2.608695652173913,36,24
131,2.869565217391304,0.13864734299516907,2.9130434782608696,33,23
132,3.130434782608696,0.1248447204968944,2.608695652173913,36,23
133,3.4782608695652173,0.1657820440429136,2.343873517786561,40,23
134,3.68,0.2808253968253968,2.4833333333333334,46,25
135,3.6666666666666665,0.21339285714285713,2.503623188405797,44,24
136,3.75,0.2833333333333333,NaN,45,24
137,4.0,0.2238095238095238,2.3333333333333335,48,24
138,4.181818181818182,0.262987012987013,2.1645021645021645,46,22
139,4.3478260869565215,0.2090407177363699,2.16600790513834,50,23
140,4.583333333333333,0.20486111111111113,2.1594202898550723,55,24
141,4.083333333333333,0.20909391534391533,2.217391304347826,49,24
142,3.5833333333333335,0.21501322751322752,2.4239130434782608,43,24
143,3.1818181818181817,0.2063131313131313,2.5108225108225106,35,22
144,3.4782608695652173,0.20486542443064182,2.4347826086956523,40,23
145,3.28,0.15822222222222224,2.546666666666667,41,25
146,3.5,0.15026455026455027,2.4239130434782608,42,24
147,3.5833333333333335,0.13640873015873015,2.369565217391304,43,24
148,3.5,0.1361111111111111,2.4818840579710146,42,24
149,3.52,0.17733333333333334,2.4966666666666666,44,25
150,3.3043478260869565,0.20476190476190476,2.8458498023715415,38,23
151,3.04,0.11485714285714285,2.8033333333333332,38,25
152,2.869565217391304,0.1409937888198758,2.719367588932806,33,23
153,3.6,0.3052121212121212,2.5966666666666667,45,25
154,3.44,0.25590476190476186,2.723333333333333,43,25
155,3.3333333333333335,0.20545634920634923,2.5434782608695654,40,24
156,2.96,0.12514285714285714,NaN,37,25
157,3.3636363636363638,0.13513708513708514,2.3636363636363638,37,22
158,3.5,0.17387566137566138,2.5,42,24
159,2.5833333333333335,0.0,3.079710144927536,31,24
160,2.72,0.13085714285714287,3.2066666666666666,34,25
161,2.857142857142857,0.1253968253968254,2.8047619047619046,30,21
162,3.0833333333333335,0.17817460317460318,2.9057971014492754,37,24
163,2.9,0.03333333333333333,2.6210526315789475,29,20
164,3.25,0.13313492063492063,2.5869565217391304,39,24
165,3.44,0.1718095238095238,2.5533333333333332,43,25
166,3.1666666666666665,0.19146825396825395,2.681159420289855,38,24
167,3.4166666666666665,0.11706349206349205,2.6956521739130435,41,24
168,3.6,0.2059047619047619,2.4966666666666666,45,25
169,3.4166666666666665,0.19867724867724867,2.467391304347826,41,24
170,3.217391304347826,0.20041407867494823,2.569169960474308,37,23
171,3.5454545454545454,0.46994949494949495,NaN,39,22
172,3.8333333333333335,0.28697089947089943,2.322463768115942,46,24
173,3.8181818181818183,0.29877344877344875,2.3203463203463204,42,22
174,3.5833333333333335,0.26485042735042735,2.4057971014492754,43,24
175,2.5833333333333335,0.12916666666666668,3.213768115942029,31,24
176,2.8181818181818183,0.06969696969696969,2.7835497835497836,31,22
177,3.1818181818181817,0.06374458874458874,2.4025974025974026,35,22
178,3.652173913043478,0.1782608695652174,2.2885375494071147,42,23
179,3.4166666666666665,0.21160714285714285,NaN,41,24
180,3.5833333333333335,0.20595238095238097,2.5072463768115942,43,24
181,3.6666666666666665,0.1838293650793651,2.4057971014492754,44,24
182,3.92,0.29619047619047617,2.43,49,25
183,4.0,0.14876190476190476,2.3366666666666664,50,25
184,3.9130434782608696,0.22104899930986885,2.2134387351778657,45,23
185,4.0,0.17916666666666667,2.463768115942029,48,24
186,4.2727272727272725,0.1841991341991342,2.2164502164502164,47,22
187,4.48,0.20790476190476193,2.2533333333333334,56,25
188,3.6,0.14714285714285713,2.566666666666667,45,25
189,3.68,0.0958095238095238,2.4966666666666666,46,25
190,3.6,0.16847619047619047,2.54,45,25
191,3.28,0.035809523809523805,2.58,41,25
192,3.0,0.10833333333333334,2.9782608695652173,36,24
193,2.96,0.1653333333333333,2.8433333333333333,37,25
194,2.5,0.13749999999999998,3.36231884057971,30,24
195,2.608695652173913,0.11739130434782609,2.9209486166007905,30,23
196,3.1,0.17833333333333332,2.5736842105263156,31,20
197,3.4166666666666665,0.225,2.6159420289855073,41,24
198,3.25,0.13095238095238096,2.7282608695652173,39,24
199,3.3043478260869565,0.10766045548654245,2.6205533596837944,38,23
200,3.5,0.12549603174603174,2.496376811594203,42,24
201,3.5,0.06359126984126984,NaN,42,24
202,3.130434782608696,0.01884057971014493,2.6126482213438735,36,23
203,3.2,0.12238095238095237,2.6066666666666665,40,25
204,3.52,0.22133333333333333,2.776666666666667,44,25
205,3.739130434782609,0.2743616287094548,2.33596837944664,43,23
206,3.25,0.1927579365079365,2.858695652173913,39,24
207,3.04,0.1761904761904762,2.73,38,25
208,2.9565217391304346,0.12028985507246377,2.932806324110672,34,23
209,2.9565217391304346,0.11511387163561076,2.794466403162055,34,23
210,2.8,0.156,2.96,35,25
211,3.0,0.16944444444444443,2.963768115942029,36,24
212,3.3636363636363638,0.22575757575757577,2.502164502164502,37,22
213,2.9166666666666665,0.18204365079365079,NaN,35,24
214,2.761904761904762,0.18922902494331068,2.6285714285714286,29,21
215,3.1666666666666665,0.12235449735449734,2.5217391304347827,38,24
216,3.4166666666666665,0.1259920634920635,2.4528985507246377,41,24
217,3.5,0.08432539682539682,2.510869565217391,42,24
218,3.217391304347826,0.12380952380952381,2.6047430830039526,37,23
219,2.4545454545454546,0.056060606060606054,3.173160173160173,27,22
220,3.0,0.09090909090909091,NaN,33,22
221,2.857142857142857,0.10453514739229024,2.6285714285714286,30,21
222,3.28,0.14457142857142857,2.6,41,25
223,2.9166666666666665,0.22108585858585858,2.670289855072464,35,24
224,2.9166666666666665,0.1183080808080808,2.579710144927536,35,24
225,3.0434782608695654,0.25900621118012424,2.9446640316205532,35,23
226,3.0833333333333335,0.18601190476190477,2.579710144927536,37,24
227,3.1818181818181817,0.22518037518037518,2.4285714285714284,35,22
228,3.25,0.14722222222222223,2.6268115942028984,39,24
229,3.272727272727273,0.16547619047619047,2.5281385281385282,36,22
230,3.652173913043478,0.16173222912353347,2.3873517786561265,42,23
231,3.8333333333333335,0.18313492063492062,2.568840579710145,46,24
