run,generation,degenerate,holistic,other,compositional,popsize,turnover_rounds,group_rounds
15,0,0.9987713554999793,1.4267839920713722e-08,0.0012266915175253483,1.938714656782331e-06,25,20,20
15,1,0.7535824042426946,2.150749563785974e-05,0.23570159644472732,0.010694491816952518,25,20,20
15,2,0.4928410307097654,0.016277427747299417,0.49087494488784544,6.596655089692592e-06,25,20,20
15,3,0.4279345535170336,0.017288108810941654,0.5546180983221964,0.00015923934982426579,25,20,20
15,4,0.22022636990839162,0.03032389151072186,0.7492872650050332,0.00016247357584655374,25,20,20
15,5,0.18397773392996403,0.053181174317370204,0.7626686139052018,0.00017247784745632897,25,20,20
15,6,0.13239633302709186,0.054188543042892896,0.8134033935173665,1.173041264523409e-05,25,20,20
15,7,0.0817155150123542,0.05418056844921184,0.8204890610489826,0.0436148554894495,25,20,20
15,8,0.08025845516814385,0.04010450474037392,0.8130399627535008,0.06659707733797997,25,20,20
15,9,0.12136418959472377,0.03957036248556056,0.7506267812829742,0.08843866663674164,25,20,20
15,10,0.041400228528437236,0.03957033644812591,0.8120355158475655,0.1069939191758698,25,20,20
15,11,0.08115315412773855,0.039570330897555246,0.7323939828405415,0.146882532134163,25,20,20
15,12,0.08977574569162805,3.203934322211819e-07,0.7839064477280744,0.12631748618686456,25,20,20
15,13,0.09102869367189942,0.00011840553718390743,0.8015544012222041,0.10729849956871185,25,20,20
15,14,0.08584289378795124,0.00011842986199370222,0.7768686327871763,0.1371700435628779,25,20,20
15,15,0.08594310319976767,0.00011842991479709257,0.8034582479248101,0.11048021896062417,25,20,20
15,16,0.08471926621844154,0.00011842987095204487,0.8300511120355477,0.08511119187505808,25,20,20
15,17,0.08471959597456781,0.0001184588873756627,0.8300506149109197,0.08511133022713685,25,20,20
15,18,0.08482985084579936,0.00011845888714333626,0.8299403600348004,0.0851113302322565,25,20,20
15,19,0.08124061742761629,0.00011848790221846813,0.8335216795052784,0.08511921516488678,25,20,20
15,20,0.08123942857580654,0.00011845887899784007,0.833530779995206,0.08511133254998983,25,20,20
15,21,0.0869278608850135,0.0001184672909979276,0.8278423358223701,0.08511133600161919,25,20,20
15,22,0.0869278607370942,0.00011846729123648044,0.8281014393943201,0.08485223257734958,25,20,20
15,23,0.1263487113400388,0.00011848738844457236,0.7886805670126441,0.08485223425887323,25,20,20
15,24,0.12669361882888402,3.9682571802680083e-07,0.7884536976692086,0.08485228667619019,25,20,20
15,25,0.1266938534039918,7.119629271533087e-07,0.7884531479568865,0.08485228667619518,25,20,20
15,26,0.12738751503963391,7.12868295179395e-07,0.7878371153856958,0.08477465670637546,25,20,20
15,27,0.1273875150396308,7.128680522601921e-07,0.7876630571868469,0.08494871490547029,25,20,20
15,28,0.12738764625898508,6.887685552445121e-07,0.787662950047387,0.08494871492507272,25,20,20
15,29,0.12738749757790152,6.885302376959615e-07,0.7876630819652081,0.08494873192665275,25,20,20
15,30,0.12738749857865336,0.000932666745796505,0.7822893565113972,0.0893904781641531,25,20,20
15,31,0.08755500216026318,0.0009335358904272263,0.8086658831214093,0.10284557882790002,25,20,20
15,32,0.08755500216026318,0.0009335358904272248,0.8088399368414367,0.10267152510787249,25,20,20
15,33,0.08755500216026313,0.00093353589042715,0.8085736036602043,0.10293785828910501,25,20,20
15,34,0.08756080260568164,0.0009335409659679477,0.8085677981518536,0.10293785827649694,25,20,20
15,35,0.08752275599985931,0.0009335409134445423,0.8137390096376222,0.09780469344907379,25,20,20
15,36,0.0908612375564792,1.556467132775096e-06,0.8157693745387533,0.0933678314376343,25,20,20
15,37,0.08752275536981889,1.4555406754454775e-05,0.8191014370163993,0.09336125220702671,25,20,20
15,38,0.08752275536958858,1.4555406514694872e-05,0.8190072838295095,0.09345540539438676,25,20,20
15,39,0.08769356085028089,1.4560449655409786e-05,0.8188351268182437,0.09345675188181893,25,20,20
15,40,0.08699991714163625,1.42747410715378e-05,0.8195290542216636,0.09345675389562842,25,20,20
15,41,0.12104633913392351,1.4274817090099473e-05,0.7854826321533586,0.09345675389562846,25,20,20
15,42,0.12104633913392351,1.4274817085809178e-05,0.7854824369170569,0.09345694913193439,25,20,20
15,43,0.12104610455949569,0.024722420252150684,0.7607745260529881,0.0934569491353663,25,20,20
15,44,0.12102320471012601,0.02472240016155644,0.7607973503219719,0.09345704480634597,25,20,20
15,45,0.1210232093156163,0.024742845688339114,0.7607768707041913,0.09345707429185345,25,20,20
15,46,0.12132533961264409,0.02474284481426766,0.7604747012464736,0.09345711432661527,25,20,20
15,47,0.12132537914688493,0.024729849692991458,0.7604876568481442,0.09345711431197967,25,20,20
15,48,0.1262955739982295,0.024729970633056136,0.7555173431964676,0.0934571121722478,25,20,20
15,49,0.126227697662449,0.024729965555877465,0.7555852250415468,0.09345711174012736,25,20,20
15,50,0.12622769766247466,0.02472997803317889,0.7555852125642191,0.09345711174012741,25,20,20
15,51,0.1262914876292659,0.024729978033046187,0.7555214247692339,0.09345710956845288,25,20,20
15,52,0.14687294603598827,0.02472997354575697,0.7347777212556068,0.09361935916264652,25,20,20
15,53,0.15016386430231493,0.02472996191321024,0.7314868145861686,0.09361935919830458,25,20,20
15,54,0.15204148081056257,0.024729971950434644,0.7293982098722348,0.0938303373667662,25,20,20
15,55,0.15204148544668553,0.024729984399528962,0.7293981927778803,0.09383033737590322,25,20,20
15,56,0.15204148603451068,0.024729984399776292,0.7296657831029383,0.09356274646277268,25,20,20
15,57,0.15300302445835098,0.024729983268639136,0.7287043841516723,0.09356260812133459,25,20,20
15,58,0.15300302445870811,0.024750590945534973,0.7286837764742556,0.09356260812149789,25,20,20
15,59,0.15307490749509975,0.02475059112361738,0.7286118923963665,0.09356260898491345,25,20,20
15,60,0.153012993776339,0.024750591194432046,0.7285527140509181,0.09368370097830785,25,20,20
15,61,0.15301299377740146,0.024729989711547173,0.7285733155238114,0.09368370098723665,25,20,20
15,62,0.1530129931895763,0.024729989711304134,0.7283123304279946,0.09394468667112152,25,20,20
15,63,0.15303792982736986,0.024729120571513517,0.7417294057692839,0.08050354383183117,25,20,20
15,64,0.1527936523979318,0.024729120849709976,0.7419737253548745,0.08050350139748298,25,20,20
15,65,0.15306051953159858,0.024729120847591803,0.7417208160412417,0.080489543579567,25,20,20
15,66,0.18729822637693513,0.02472911867618486,0.7074831148114832,0.08048954013539661,25,20,20
15,67,0.19305549680700906,0.024729118600166335,0.7017258444574231,0.08048954013540122,25,20,20
15,68,0.19305549680700906,0.024729118600166335,0.7017259589051639,0.08048942568766,25,20,20
15,69,0.20513547113567088,0.024729819655391068,0.6896452272949056,0.08048948191402965,25,20,20
15,70,0.20510294961091344,0.024729819665066922,0.6896776505396892,0.08048958018432675,25,20,20
15,71,0.2051032087909391,0.024729813580040463,0.6896773969431359,0.08048958068588091,25,20,20
15,72,0.20844269072089247,0.024729837783437927,0.6863377733779736,0.08048969811769215,25,20,20
15,73,0.20714124092538244,0.024729823996163875,0.6878502154491244,0.08027871962932481,25,20,20
